animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A723765,*SKIPPY,DOG,BLACK,WHITE,Male,2024-01-05,2024-07-02,NORMAL,STRAY,OTC,,2024-07-06,2300 WARDLOW RD LONG BEACH CA 90810,LONG BEACH,RESCUE,MUTTSINEED,33.8239547,-118.2224954,Alive on Intake,FALSE,1,"{'lon': -118.2224954, 'lat': 33.8239547}"
A679304,,DOG,TRICOLOR,,Male,2021-11-08,2022-07-08,NORMAL,WELFARE SEIZED,,,2022-07-24,"2323 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,KRISKELLY,33.8604958,-118.1650434,Alive on Intake,FALSE,1,"{'lon': -118.1650434, 'lat': 33.8604958}"
A593764,*PIGEON,CAT,GRAY TABBY,WHITE,Spayed,2014-07-18,2017-07-18,NORMAL,STRAY,OTC,,2018-06-20,"2333 PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7996121,-118.1874525,Alive on Intake,FALSE,1,"{'lon': -118.1874525, 'lat': 33.7996121}"
A609580,*TWIGGY,CAT,BLACK,WHITE,Female,2017-06-12,2018-06-12,NORMAL,STRAY,FIELD,,2018-08-30,"2335 WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL MODERA,33.7979859,-118.2212331,Alive on Intake,TRUE,0,"{'lon': -118.2212331, 'lat': 33.7979859}"
A619676,*LAVENDER,DOG,BLACK,WHITE,Female,2009-01-02,2019-01-02,NORMAL,STRAY,FIELD,,2019-03-16,"2335 WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LIVELOVE,33.7979859,-118.2212331,Alive on Intake,FALSE,1,"{'lon': -118.2212331, 'lat': 33.7979859}"
A725903,MELON,CAT,ORG TABBY,,Male,2024-07-01,2024-07-31,ILL SEVERE,OWNER SURRENDER,FIELD,,2024-07-31,"2339 ADRIATIC AVE, LONG BEACH CA, 90810",LONG BEACH,EUTHANASIA,AT VET,33.7997147,-118.2145903,Alive on Intake,TRUE,0,"{'lon': -118.2145903, 'lat': 33.7997147}"
A587305,*R. VARELA,CAT,BLACK,WHITE,Neutered,2016-03-19,2017-03-19,FERAL,STRAY,FIELD,,2017-04-08,"236 E 67TH WAY, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8766522,-118.1989082,Alive on Intake,FALSE,1,"{'lon': -118.1989082, 'lat': 33.8766522}"
A670878,*SCARLET,DOG,BLACK,,Spayed,2020-02-20,2022-02-20,INJURED  MILD,STRAY,OTC,,2022-03-03,"2361 ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.8000929,-118.1852899,Alive on Intake,FALSE,1,"{'lon': -118.1852899, 'lat': 33.8000929}"
A719463,,CAT,BLACK,WHITE,Unknown,2024-04-23,2024-04-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2024-04-23,"23E00 BLK EASY AVE, LB 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8091253,-118.2100242,Alive on Intake,TRUE,0,"{'lon': -118.2100242, 'lat': 33.8091253}"
A719462,,CAT,BRN TABBY,WHITE,Unknown,2024-04-23,2024-04-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2024-04-23,"23E00 BLK EASY AVE, LB 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8091253,-118.2100242,Alive on Intake,TRUE,0,"{'lon': -118.2100242, 'lat': 33.8091253}"
A710795,*BELLE,DOG,TAN,,Female,2023-08-17,2023-11-17,NORMAL,STRAY,FIELD,,2023-12-01,"2400 ADRIATIC AVE, LONG BEACH CA",LONG BEACH,ADOPTION,,33.8007863,-118.2143687,Alive on Intake,FALSE,1,"{'lon': -118.2143687, 'lat': 33.8007863}"
A596304,,CAT,BLACK,WHITE,Unknown,2017-08-29,2017-08-31,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-08-31,"2400 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8007863,-118.2143687,Alive on Intake,TRUE,0,"{'lon': -118.2143687, 'lat': 33.8007863}"
A596303,,CAT,BLACK,WHITE,Unknown,2017-08-29,2017-08-31,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-08-31,"2400 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8007863,-118.2143687,Alive on Intake,TRUE,0,"{'lon': -118.2143687, 'lat': 33.8007863}"
A596517,,BIRD,GRAY,BLACK,Unknown,,2017-09-04,INJURED  MODERATE,WILDLIFE,FIELD,,2017-09-04,"2400 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8007863,-118.2143687,Alive on Intake,TRUE,0,"{'lon': -118.2143687, 'lat': 33.8007863}"
A558013,GREY,DOG,BLACK,TAN,Spayed,2011-09-25,2018-01-07,NORMAL,OWNER SURRENDER,OTC,COST,2018-01-28,"2400 AMELIA CT, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,SPCALA,33.7997517,-118.1582435,Alive on Intake,FALSE,1,"{'lon': -118.1582435, 'lat': 33.7997517}"
A674499,,BIRD,WHITE,GRAY,Unknown,2021-05-11,2022-05-11,INJURED  SEVERE,WILDLIFE,FIELD,,2022-05-11,"2400 ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8009652,-118.1847037,Alive on Intake,TRUE,0,"{'lon': -118.1847037, 'lat': 33.8009652}"
A726798,*PAPPY,CAT,BRN TABBY,WHITE,Male,2024-07-13,2024-08-13,UNDER AGE/WEIGHT,STRAY,ABAN FIELD,,2024-09-04,"2400 BLK ADRIATIC AVE, LONG BEACH, CA",LONG BEACH,RESCUE,LITTLELION,33.8007863,-118.2143687,Alive on Intake,FALSE,1,"{'lon': -118.2143687, 'lat': 33.8007863}"
A671170,,CAT,BLACK,WHITE,Unknown,2022-03-02,2022-03-02,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-03-02,"2400 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,33.8007863,-118.2143687,Alive on Intake,FALSE,1,"{'lon': -118.2143687, 'lat': 33.8007863}"
A698271,*RANDOLF,CAT,WHITE,GRAY,Male,2022-05-05,2023-05-05,NORMAL,STRAY,OTC,,2023-06-17,2400 BLK CALIFORNIA AVE SH 90755,SIGNAL HILL,ADOPTION,,33.8014413,-118.1804927,Alive on Intake,FALSE,1,"{'lon': -118.1804927, 'lat': 33.8014413}"
A634248,BILLY,DOG,BLACK,,Neutered,2016-09-26,2019-09-26,NORMAL,STRAY,FIELD,,2019-10-06,"2400 BLK CALIFORNIA AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.8014413,-118.1804927,Alive on Intake,FALSE,1,"{'lon': -118.1804927, 'lat': 33.8014413}"
A735756,MATER,DOG,FAWN,,Neutered,2022-01-20,2025-01-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2025-01-29,"2400 BLK CASPIAN AVE, LONG BEACH, CA, 90810",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8009032,-118.2119233,Alive on Intake,FALSE,1,"{'lon': -118.2119233, 'lat': 33.8009032}"
A688490,,OTHER,BROWN,,Unknown,,2022-11-10,INJURED  SEVERE,WILDLIFE,FIELD,,2022-11-10,"2400 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8009063,-118.1944796,Alive on Intake,TRUE,0,"{'lon': -118.1944796, 'lat': 33.8009063}"
A644031,,DOG,TAN,,Female,2010-06-18,2020-06-18,NORMAL,STRAY,OTC,,2020-06-24,"2400 BLK CHERRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.8012129,-118.1676583,Alive on Intake,FALSE,1,"{'lon': -118.1676583, 'lat': 33.8012129}"
A717195,KITTEN 3,CAT,WHITE,,Unknown,,2024-03-17,INJURED  SEVERE,STRAY,FIELD,,2024-03-17,"2400 BLK DE FOREST AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ENROUTE,33.8007777,-118.204212,Alive on Intake,TRUE,0,"{'lon': -118.204212, 'lat': 33.8007777}"
A593971,*MIMI IMFURST,CAT,CALICO,,Spayed,2016-07-21,2017-07-21,FERAL,STRAY,OTC,,2017-08-03,"2400 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8007624,-118.2111168,Alive on Intake,FALSE,1,"{'lon': -118.2111168, 'lat': 33.8007624}"
A594576,*CARAMEL,CAT,ORANGE,WHITE,Male,2017-04-20,2017-07-31,ILL MILD,STRAY,FIELD,,2017-09-01,"2400 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,CATPAWS,33.8007624,-118.2111168,Alive on Intake,FALSE,1,"{'lon': -118.2111168, 'lat': 33.8007624}"
A683703,*GIDGET,DOG,BROWN,,Spayed,2022-06-11,2022-09-11,NORMAL,STRAY,OTC,,2022-09-17,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.7862248,-118.1633079,Alive on Intake,FALSE,1,"{'lon': -118.1633079, 'lat': 33.7862248}"
A738939,,OTHER,BROWN,,Male,,2025-04-03,INJURED  MODERATE,WILDLIFE,FIELD,,2025-04-03,"2400 BLK E 4TH ST, LONG BEACH, CA, 90814",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7715589,-118.1626884,Alive on Intake,TRUE,0,"{'lon': -118.1626884, 'lat': 33.7715589}"
A643797,*CHERRY,CAT,GRAY,WHITE,Female,2020-05-04,2020-06-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-17,"2400 BLK E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7751613,-118.1630947,Alive on Intake,FALSE,1,"{'lon': -118.1630947, 'lat': 33.7751613}"
A674493,BIGGIE,DOG,WHITE,BROWN,Neutered,2019-05-11,2022-05-11,NORMAL,STRAY,OTC,,2022-05-11,"2400 BLK E 8TH ST, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.7771629,-118.16333,Alive on Intake,FALSE,1,"{'lon': -118.16333, 'lat': 33.7771629}"
A704021,*TOSHI,DOG,WHITE,TAN,Neutered,2018-08-02,2023-08-02,NORMAL,STRAY,FIELD,,2023-08-31,"2400 BLK E ARTESIA BLVD, LONG BEACH, CA",LONG BEACH,RESCUE,OUTTACAGE,33.8736967,-118.1623696,Alive on Intake,FALSE,1,"{'lon': -118.1623696, 'lat': 33.8736967}"
A612991,,BIRD,GRAY,,Unknown,,2018-08-17,INJURED  SEVERE,WILDLIFE,FIELD,,2018-08-18,"2400 BLK E SPRING ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,WARDSMTN,33.8111867,-118.1627809,Alive on Intake,FALSE,1,"{'lon': -118.1627809, 'lat': 33.8111867}"
A670304,FIONA,DOG,BLACK,WHITE,Spayed,2018-02-06,2022-02-06,NORMAL,STRAY,OTC,,2022-02-15,"2400 BLK EARL AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.8009034,-118.191425,Alive on Intake,FALSE,1,"{'lon': -118.191425, 'lat': 33.8009034}"
A729140,,CAT,ORG TABBY,,Unknown,2024-08-13,2024-09-28,ILL MODERATETE,STRAY,FIELD,,2024-09-29,"2400 BLK EASY AVE LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,33.8007796,-118.210023,Alive on Intake,TRUE,0,"{'lon': -118.210023, 'lat': 33.8007796}"
A600816,SUNNY,DOG,WHITE,CREAM,Neutered,2012-12-07,2017-12-07,NORMAL,STRAY,OTC,,2017-12-08,"2400 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.8009135,-118.2086816,Alive on Intake,FALSE,1,"{'lon': -118.2086816, 'lat': 33.8009135}"
A730306,,CAT,GRAY,,Unknown,,2024-10-18,ILL SEVERE,STRAY,FIELD,,2024-10-18,"2400 BLK GAVIOTA AVE, SIGNAL HILL,CA 90755",SIGNAL HILL,EUTHANASIA,ILL SEVERE,33.8007692,-118.1709165,Alive on Intake,TRUE,0,"{'lon': -118.1709165, 'lat': 33.8007692}"
A733449,,BIRD,BROWN,WHITE,Unknown,,2024-12-01,ILL MODERATETE,WILDLIFE,FIELD,,2024-12-01,"2400 BLK GOLDEN AVE, LONG BEACH CA, 90806",LONG BEACH,TRANSFER,OTHER SANC,33.8009178,-118.2021507,Alive on Intake,FALSE,1,"{'lon': -118.2021507, 'lat': 33.8009178}"
A713625,*KYLE,BIRD,RED,BLACK,Male,,2024-01-21,NORMAL,STRAY,FIELD,,2024-01-25,"2400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,33.8009322,-118.2021526,Alive on Intake,FALSE,1,"{'lon': -118.2021526, 'lat': 33.8009322}"
A680553,,BIRD,GRAY,,Unknown,2022-05-21,2022-07-21,INJURED  MILD,WILDLIFE,FIELD,,2022-07-21,"2400 BLK LADOGA AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.80036020000001,-118.103944,Alive on Intake,TRUE,0,"{'lon': -118.103944, 'lat': 33.80036020000001}"
A731959,,CAT,SNOWSHOE,,Male,2016-11-05,2024-11-05,ILL SEVERE,STRAY,FIELD,,2024-11-05,"2400 BLK LEWIS AVE, SH 90755",SIGNAL HILL,EUTHANASIA,AT VET,33.8007682,-118.1796057,Alive on Intake,TRUE,0,"{'lon': -118.1796057, 'lat': 33.8007682}"
A663125,*KING,DOG,BLACK,WHITE,Neutered,2021-06-02,2021-09-02,NORMAL,STRAY,FIELD,,2021-09-12,"2400 BLK LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.8007541,-118.1795936,Alive on Intake,FALSE,1,"{'lon': -118.1795936, 'lat': 33.8007541}"
A663127,*QUEEN,DOG,BLACK,WHITE,Spayed,2021-06-02,2021-09-02,NORMAL,STRAY,FIELD,,2021-09-12,"2400 BLK LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.8007541,-118.1795936,Alive on Intake,FALSE,1,"{'lon': -118.1795936, 'lat': 33.8007541}"
A699635,*PIDGEY,CAT,GRAY,,Female,2023-04-23,2023-05-27,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-14,2400 BLK LINCOLN ST LB 90810,LONG BEACH,RESCUE,LITTLELION,33.8225397,-118.2234952,Alive on Intake,FALSE,1,"{'lon': -118.2234952, 'lat': 33.8225397}"
A727438,*MAGELLAN,DOG,BROWN,,Neutered,2021-08-24,2024-08-24,NORMAL,STRAY,FIELD,,2024-09-04,2400 BLK LINDEN AVE,LONG BEACH,ADOPTION,WEB,33.8009155,-118.1858748,Alive on Intake,FALSE,1,"{'lon': -118.1858748, 'lat': 33.8009155}"
A723017,,CAT,CALICO TAB,,Female,2022-06-19,2024-06-19,INJURED  SEVERE,STRAY,FIELD,,2024-06-19,"2400 BLK LINDEN AVE, LB 90806",LONG BEACH,EUTHANASIA,AT VET,33.800918,-118.1858974,Alive on Intake,TRUE,0,"{'lon': -118.1858974, 'lat': 33.800918}"
A663668,,OTHER,PINK,,Unknown,2021-09-11,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-10-02,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A663669,,OTHER,PINK,,Unknown,2021-09-11,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-10-02,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A663660,ARTHUR,OTHER,SILVER,GRAY,Unknown,,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-09-28,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.800918,-118.1858974,Alive on Intake,TRUE,0,"{'lon': -118.1858974, 'lat': 33.800918}"
A663667,,OTHER,PINK,,Unknown,2021-09-11,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-10-02,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A663659,JAY,OTHER,SILVER,GRAY,Unknown,,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-10-02,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A663662,,OTHER,PINK,,Unknown,2021-09-11,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-10-02,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A663665,,OTHER,PINK,,Unknown,2021-09-11,2021-09-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-10-02,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A617843,ORANGE,CAT,ORG TABBY,,Spayed,2012-11-22,2018-11-22,INJURED  MILD,STRAY,FIELD,,2018-11-23,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.800918,-118.1858974,Alive on Intake,FALSE,1,"{'lon': -118.1858974, 'lat': 33.800918}"
A687429,*LESLIE,DOG,WHITE,,Female,2016-10-25,2022-10-25,NORMAL,STRAY,FIELD,,2022-10-29,"2400 BLK LONG BEACH BLVD, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.8012089,-118.1889688,Alive on Intake,FALSE,1,"{'lon': -118.1889688, 'lat': 33.8012089}"
A712037,,WILD,BROWN,,Female,2022-12-17,2023-12-17,INJURED  SEVERE,WILDLIFE,FIELD,,2023-12-17,2400 BLK MAGNOLIA AVE,LONG BEACH,EUTHANASIA,INJ SEVERE,33.8009205,-118.1978598,Alive on Intake,TRUE,0,"{'lon': -118.1978598, 'lat': 33.8009205}"
A698202,*RAY CHARLES,CAT,GRAY TABBY,,Neutered,2018-05-05,2023-05-05,NORMAL,STRAY,OTC,,2023-10-20,2400 BLK MAINE AVE LB 90806,LONG BEACH,ADOPTION,WEB,33.8009116,-118.1999585,Alive on Intake,FALSE,1,"{'lon': -118.1999585, 'lat': 33.8009116}"
A731547,,BIRD,GREEN,BROWN,Male,,2024-10-30,INJURED  MILD,WILDLIFE,FIELD,,2024-10-31,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA",LONG BEACH,TRANSFER,WETLANDS,33.7982671,-118.098165,Alive on Intake,FALSE,1,"{'lon': -118.098165, 'lat': 33.7982671}"
A603087,,DOG,BROWN,WHITE,Male,2013-01-27,2018-01-27,NORMAL,STRAY,FIELD,,2018-02-03,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7982504,-118.0981399,Alive on Intake,TRUE,0,"{'lon': -118.0981399, 'lat': 33.7982504}"
A608623,,BIRD,BROWN,WHITE,Female,2017-05-29,2018-05-29,INJURED  MILD,WILDLIFE,FIELD,,2018-05-29,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,DIED,IN KENNEL,33.7982504,-118.0981399,Alive on Intake,TRUE,0,"{'lon': -118.0981399, 'lat': 33.7982504}"
A739396,,BIRD,BROWN,GRAY,Unknown,,2025-04-14,INJURED  SEVERE,WILDLIFE,FIELD,,2025-04-14,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,DIED,ENROUTE,33.7982504,-118.0981399,Alive on Intake,TRUE,0,"{'lon': -118.0981399, 'lat': 33.7982504}"
A668818,,BIRD,BROWN,BLACK,Unknown,,2022-01-01,INJURED  SEVERE,WILDLIFE,FIELD,,2022-01-01,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7982504,-118.0981399,Alive on Intake,TRUE,0,"{'lon': -118.0981399, 'lat': 33.7982504}"
A682467,,BIRD,WHITE,,Unknown,,2022-08-25,ILL SEVERE,WILDLIFE,FIELD,,2022-08-25,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL MODERA,33.7982504,-118.0981399,Alive on Intake,TRUE,0,"{'lon': -118.0981399, 'lat': 33.7982504}"
A712466,*CORAL,DOG,WHITE,,Spayed,2022-12-29,2023-12-29,NORMAL,STRAY,OTC,,2024-01-18,2400 BLK N STUDEBAKER ROAD LONG BEACH CA 90815,LONG BEACH,ADOPTION,WEB,33.7982504,-118.0981399,Alive on Intake,FALSE,1,"{'lon': -118.0981399, 'lat': 33.7982504}"
A720665,*BACARDI,DOG,WHITE,,Female,2023-07-11,2024-05-11,NORMAL,STRAY,OTC,,2024-05-24,2400 BLK N STUDEBAKER ROAD LONG BEACH CA 90815,LONG BEACH,RESCUE,CAPAWS,33.7982504,-118.0981399,Alive on Intake,FALSE,1,"{'lon': -118.0981399, 'lat': 33.7982504}"
A733855,*BUBBAGUMP,CAT,BLACK,,Male,2024-10-30,2024-12-05,UNDER AGE/WEIGHT,STRAY,OTC,,2024-12-05,2400 BLK ORANGE AVE SIGNAL HILL CA 90755,SIGNAL HILL,RESCUE,CAPAWS,33.8007682,-118.1763486,Alive on Intake,FALSE,1,"{'lon': -118.1763486, 'lat': 33.8007682}"
A598609,,CAT,BLACK,WHITE,Unknown,2015-10-12,2017-10-12,INJURED  SEVERE,STRAY,FIELD,,2017-10-12,"2400 BLK OREGON AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8009118,-118.2011016,Alive on Intake,TRUE,0,"{'lon': -118.2011016, 'lat': 33.8009118}"
A659817,*,CAT,WHITE,BLACK,Female,,2021-07-03,NORMAL,STRAY,OTC,,2021-07-03,"2400 BLK OSTROM AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7998402,-118.1011114,Alive on Intake,TRUE,0,"{'lon': -118.1011114, 'lat': 33.7998402}"
A738920,*SIMBA,CAT,ORG TABBY,WHITE,Male,2025-03-12,2025-04-03,UNDER AGE/WEIGHT,STRAY,OTC,,2025-04-03,"2400 BLK PCH HWY, LONG BEACH, CA 90801",LONG BEACH,RESCUE,CAPAWS,33.7896317,-118.163019,Alive on Intake,FALSE,1,"{'lon': -118.163019, 'lat': 33.7896317}"
A631944,*PHOENIX,CAT,ORG TABBY,WHITE,Spayed,2019-06-14,2019-08-14,NORMAL,STRAY,OTC,,2019-10-24,"2400 BLK ROSE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PROMOTION,33.8007647,-118.1698383,Alive on Intake,FALSE,1,"{'lon': -118.1698383, 'lat': 33.8007647}"
A680571,,OTHER,PINK,,Unknown,2022-07-21,2022-07-21,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-07-21,"2400 BLK SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8010608,-118.1211601,Alive on Intake,TRUE,0,"{'lon': -118.1211601, 'lat': 33.8010608}"
A730002,,OTHER,BROWN,,Unknown,2023-10-11,2024-10-11,INJURED  SEVERE,WILDLIFE,FIELD,,2024-10-11,"2400 BLK SAN ANSELINE, LB, CA 90815",LONG BEACH,TRANSFER,LBAH,33.8010624,-118.12114,Alive on Intake,FALSE,1,"{'lon': -118.12114, 'lat': 33.8010624}"
A691560,,CAT,CALICO,,Unknown,2022-01-07,2023-01-07,INJURED  MODERATE,STRAY,FIELD,,2023-01-07,2400 BLK SAN FRANCISCO,LONG BEACH,EUTHANASIA,ILL SEVERE,33.8009333,-118.2031861,Alive on Intake,TRUE,0,"{'lon': -118.2031861, 'lat': 33.8009333}"
A735835,*WILLOW,DOG,TAN,BLACK,Spayed,2024-03-23,2025-01-23,NORMAL,STRAY,OTC,,2025-01-31,2400 BLK SAN FRANCISCO AVE LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.8009333,-118.2031861,Alive on Intake,FALSE,1,"{'lon': -118.2031861, 'lat': 33.8009333}"
A735837,*FRISCO,DOG,BLACK,TAN,Neutered,2024-03-23,2025-01-23,NORMAL,STRAY,OTC,,2025-03-21,2400 BLK SAN FRANCISCO AVE LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.8009333,-118.2031861,Alive on Intake,FALSE,1,"{'lon': -118.2031861, 'lat': 33.8009333}"
A669644,,WILD,GRAY,BLACK,Female,,2022-01-22,ILL SEVERE,WILDLIFE,FIELD,,2022-01-22,"2400 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8009031,-118.2173192,Alive on Intake,TRUE,0,"{'lon': -118.2173192, 'lat': 33.8009031}"
A628453,,CAT,BLACK,,Male,2016-06-18,2019-06-18,ILL SEVERE,STRAY,FIELD,,2019-06-18,"2400 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,ENROUTE,33.8009031,-118.2173192,Alive on Intake,TRUE,0,"{'lon': -118.2173192, 'lat': 33.8009031}"
A699190,PRINCESS,DOG,WHITE,,Female,2021-05-21,2023-05-21,NORMAL,STRAY,OTC,,2023-05-21,2400 BLK STUDEBAKER RD LB 90815,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7982504,-118.0981399,Alive on Intake,FALSE,1,"{'lon': -118.0981399, 'lat': 33.7982504}"
A650114,*OOGIE BOOGIE,RABBIT,WHITE,,Neutered,,2020-10-14,INJURED  SEVERE,STRAY,FIELD,,2020-10-22,"2400 BLK STUDEBAKER RD, LB 90815",LONG BEACH,DIED,IN KENNEL,33.7982504,-118.0981399,Alive on Intake,TRUE,0,"{'lon': -118.0981399, 'lat': 33.7982504}"
A650168,,RABBIT,TAN,RED,Spayed,2019-10-16,2020-10-16,NORMAL,STRAY,OTC,,2020-10-24,"2400 BLK STUDEBAKER RD, LONG BEACH CA 90815",LONG BEACH,RESCUE,OTHER RESC,33.7982504,-118.0981399,Alive on Intake,FALSE,1,"{'lon': -118.0981399, 'lat': 33.7982504}"
A709542,*BETTY,DOG,BLACK,WHITE,Female,2021-10-29,2023-10-29,NORMAL,STRAY,OTC,,2023-10-30,"2400 BLK STUDEBAKER RD, LONG BEACH, CA",LONG BEACH,TRANSFER,SEAACA,33.7982504,-118.0981399,Alive on Intake,FALSE,1,"{'lon': -118.0981399, 'lat': 33.7982504}"
